absolute_magnitude_h,close_approach_date,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,relative_velocity_kph,relative_velocity_kps,relative_velocity_mph,estimated_max_diameter_kilometers,estimated_min_diameter_kilometers,estimated_max_diameter_miles,estimated_min_diameter_miles,id,is_potentially_hazardous,is_sentry_object,name
21.9,2018-12-13,0.305357427,118.784039103,45680820.66788049,28384745.744871162,41916.4638579569,11.6434621828,26045.2605566288,0.2477650126,0.1108038821,0.1539539936,0.068850319,3532401,False,False,(2010 MS1)
25.9,2018-12-13,0.1266495211,49.2666637079,18946498.593080057,11772808.3133645066,64498.2411094747,17.916178086,40076.6987604956,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3620671,False,False,(2012 XT111)
20.0,2018-12-13,0.2913818544,113.3475413616,43590104.774890128,27085635.1295266464,65858.016146364,18.293893374,40921.6100882782,0.5943468684,0.2658,0.369309908,0.1651604118,3703437,False,False,(2015 AP43)
26.6,2018-12-13,0.431807208,167.973003912,64597438.56744696,40138987.056249648,40796.9804264436,11.3324945629,25349.6570877532,0.0284472297,0.0127219879,0.0176762835,0.0079050743,3733138,False,False,(2015 VK1)
19.3,2018-12-13,0.3144735797,122.3302225033,47044577.694395239,29232145.0667187382,59339.6734781225,16.4832426328,36871.3654453367,0.8204270649,0.3669061375,0.5097895857,0.2279848336,3831915,False,False,(2018 UN1)
26.1,2018-12-13,0.3518842155,136.8829598295,52641129.125420985,32709680.870480193,85634.8885695434,23.7874690471,53210.1895114477,0.0358129403,0.0160160338,0.0222531225,0.0099518989,3781986,False,False,(2017 SD20)
21.2,2018-12-13,0.4239760336,164.9266770704,63425911.557608432,39411033.9279710816,91618.5759096766,25.4496044194,56928.2201256543,0.3420109247,0.1529519353,0.2125156703,0.095039897,2525268,True,False,525268 (2004 XL14)
24.4,2018-12-13,0.3003852281,116.8498537309,44936990.303224147,27922550.9885293486,21820.8459184716,6.0613460885,13558.6250652858,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3827311,False,False,(2018 RY1)
22.4,2018-12-14,0.1557566214,60.5893257246,23300858.799836418,14478482.2820738484,63841.9524664061,17.7338756851,39668.9065200288,0.1968067451,0.0880146521,0.122290004,0.0546897524,3836971,False,False,(2018 YY)
24.2,2018-12-14,0.0178002504,6.9242974056,2662879.545306648,1654636.6229338224,54791.4467372371,15.2198463159,34045.2742240349,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3836914,False,False,(2018 XB5)
24.9,2018-12-14,0.027326301,10.629931089,4087956.42457887,2540138.334453606,76136.6848963738,21.1490791379,47308.3751235274,0.0622357573,0.0278326768,0.0386714948,0.0172944182,3836759,False,False,(2018 XE2)
22.8,2018-12-14,0.153691373,59.785944097,22991902.03817551,14286505.452461638,64014.4161206392,17.7817822557,39776.0687278494,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3144531,False,False,(2002 XS90)
20.1,2018-12-14,0.1592504184,61.9484127576,23823523.389248808,14803250.9982092304,30931.4546822473,8.5920707451,19219.6030496442,0.5675968529,0.2538370294,0.3526882241,0.1577269688,2412995,False,False,412995 (1999 LP28)
18.4,2018-12-14,0.1629685205,63.3947544745,24379743.543851335,15148870.175705023,18358.0396910697,5.0994554697,11406.971940265,1.2417666126,0.5553349116,0.7715977618,0.3450690093,3250246,False,False,(2004 QB17)
18.4,2018-12-14,0.1629686534,63.3948061726,24379763.425408258,15148882.5295316404,18358.0465990294,5.0994573886,11406.9762326025,1.2417666126,0.5553349116,0.7715977618,0.3450690093,2523604,False,False,523604 (2004 QB17)
21.9,2018-12-14,0.3252197031,126.5104645059,48652174.865792397,30231059.6287411986,38362.8977609044,10.6563604891,23837.2127781575,0.2477650126,0.1108038821,0.1539539936,0.068850319,3616817,False,False,(2012 VO7)
19.4,2018-12-14,0.4063473568,158.0691217952,60788699.057410016,37772346.0673135808,63083.353103842,17.52315364,39197.5423772178,0.7835017643,0.3503926411,0.4868452748,0.2177238258,2292220,True,False,292220 (2006 SU49)
24.6,2018-12-14,0.0828599347,32.2325145983,12395669.739459089,7702312.0151458682,10537.3236929374,2.9270343591,6547.483157981,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3836245,False,False,(2018 VS9)
22.9,2018-12-14,0.1644496052,63.9708964228,24601310.660260924,15286545.5977477912,49664.3604514844,13.795655681,30859.5021927571,0.1563291544,0.0699125232,0.097138403,0.0434416145,3704063,False,False,(2014 YM44)
25.1,2018-12-14,0.3091168886,120.2464696654,46243228.115587282,28734209.5280252116,52120.663614702,14.4779621152,32385.7534554797,0.0567596853,0.0253837029,0.0352688224,0.0157726969,3789673,False,False,(2017 WZ14)
25.579,2018-12-14,0.2074377862,80.6932988318,31032250.973035394,19282546.6110766772,24582.4162100292,6.8284489472,15274.5574500595,0.0455239543,0.0203589313,0.028287265,0.0126504495,3843422,False,False,(2019 OP3)
25.8,2018-12-15,0.0297868175,11.5870720075,4456044.452078725,2768857.628887405,24245.3438574267,6.7348177382,15065.1137985216,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3836747,False,False,(2018 XH1)
22.7,2018-12-15,0.1197148112,46.5690615568,17909080.762972144,11128186.7652338272,119059.6988768479,33.0721385769,73979.0667826725,0.1714115092,0.0766575574,0.1065101409,0.0476327831,3837511,False,False,(2018 YC2)
27.6,2018-12-15,0.0069919581,2.7198717009,1045982.038889247,649943.1007037286,28008.6898511069,7.7801916253,17403.5106466503,0.0179489885,0.0080270317,0.0111529809,0.0049877647,3836894,False,False,(2018 XG4)
22.2,2018-12-15,0.2987788018,116.2249539002,44696672.350432166,27773224.3370332508,58494.367881517,16.2484355226,36346.1254206015,0.2157943048,0.096506147,0.134088323,0.059966121,3837547,False,False,(2019 AL)
22.0,2018-12-15,0.4585892651,178.3912241239,68603977.263825337,42628534.7603181706,109432.6815251196,30.3979670903,67997.2125843167,0.2366137501,0.1058168859,0.1470249225,0.0657515442,3773053,False,False,(2017 FM102)
27.9,2018-12-15,0.2750971781,107.0128022809,41153951.886770647,25571879.9186110486,43083.7730364006,11.9677147323,26770.5810847568,0.0156329154,0.0069912523,0.0097138403,0.0043441614,3250293,False,False,(2004 QA22)
22.8,2018-12-15,0.4579455068,178.1408021452,68507672.393350516,42568693.6886724808,91908.913322372,25.5302537007,57108.6245030039,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3694050,False,False,(2014 UW33)
27.4,2018-12-15,0.1004298017,39.0671928613,15024084.418842379,9335533.1634436702,21120.9543012507,5.8669317503,13123.7396323521,0.0196806745,0.0088014652,0.0122290004,0.0054689752,3736807,False,False,(2015 YA)
24.8,2018-12-15,0.4021191015,156.4243304835,60156161.070713805,37379305.187928309,54680.3657872538,15.1889904965,33976.25284153,0.0651688382,0.0291443905,0.0404940262,0.018109479,3766341,False,False,(2017 AR4)
26.9,2018-12-15,0.0067393687,2.6216144243,1008195.202664669,626463.4494396722,10372.0324395168,2.8811201221,6444.7776010986,0.0247765013,0.0110803882,0.0153953994,0.0068850319,3836242,False,False,(2018 VO9)
24.968,2018-12-16,0.0257407027,10.0131333503,3850754.296223249,2392747.7664848762,28945.6955040447,8.0404709733,17985.7295202771,0.0603170342,0.0269745977,0.0374792558,0.0167612328,3837739,False,False,(2019 AM7)
24.2,2018-12-16,0.3607144928,140.3179376992,53962119.801010336,33530506.4141051968,67951.289571755,18.8753582144,42222.2887897386,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3735999,False,False,(2015 XL55)
25.3,2018-12-16,0.0070993912,2.7616631768,1062053.801816744,659929.6311053072,30809.6310977895,8.5582308605,19143.9066118459,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3836906,False,False,(2018 XS4)
27.1,2018-12-16,0.0109026878,4.2411455542,1631018.872154986,1013468.1320153668,80965.7306180089,22.4904807272,50308.9563387289,0.0225964377,0.0101054342,0.0140407711,0.0062792237,3836948,False,False,(2018 YM)
27.7,2018-12-16,0.3673490497,142.8987803333,54954635.381644139,34147226.9981975582,65530.1931877465,18.202831441,40717.9136504639,0.0171411509,0.0076657557,0.0106510141,0.0047632783,3763950,False,False,(2016 WF1)
23.904,2018-12-16,0.0906905136,35.2786097904,13567107.663766032,8430209.7882419616,42246.308637446,11.7350857326,26250.2132753064,0.0984554993,0.0440306378,0.061177392,0.0273593615,3837876,False,False,(2019 AG12)
24.474,2018-12-16,0.0724902632,28.1987123848,10844388.970459384,6738390.8429081392,33317.6167672365,9.2548935465,20702.2713740643,0.0757251215,0.0338653039,0.0470533945,0.0210429177,3837778,False,False,(2019 AK8)
24.4,2018-12-16,0.0551650961,21.4592223829,8252580.874905307,5127915.9710429566,31701.4480145067,8.8059577818,19698.046962125,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3836658,False,False,(2018 WM2)
24.0,2018-12-16,0.1049811149,40.8376536961,15704951.179265263,9758604.1503081094,60009.4773952438,16.6692992765,37287.5555515058,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3701857,False,False,(2014 XU6)
22.224,2018-12-17,0.2956668813,115.0144168257,44231135.672022831,27483953.2587478278,44772.9628431431,12.4369341231,27820.1779399519,0.2134223899,0.0954453943,0.1326144838,0.0593070001,3837849,False,False,(2019 AE11)
18.2,2018-12-17,0.2519430943,98.0058636827,37690150.268489141,23419573.3967905058,40737.7091634156,11.3160303232,25312.8282299012,1.3615700154,0.6089126221,0.846040122,0.3783606449,2140928,False,False,140928 (2001 VG75)
19.5,2018-12-17,0.4927013296,191.6608172144,73707069.454327952,45799449.2102396576,97893.3042347094,27.1925845096,60827.0922896171,0.7482383761,0.3346223745,0.464933628,0.2079246394,3836273,False,False,(2018 VK10)
26.8,2018-12-17,0.0136732913,5.3189103157,2045495.254369531,1271011.8134642878,41148.1223307086,11.4300339808,25567.843011545,0.0259441818,0.0116025908,0.0161209622,0.0072095135,3836905,False,False,(2018 XR4)
25.986,2018-12-17,0.0069809351,2.7155837539,1044333.021568237,648918.4488541906,45420.7500036382,12.616875001,28222.6876897606,0.0377433095,0.0168793212,0.023452598,0.0104883207,3837520,False,False,(2018 YG2)
19.3,2018-12-17,0.3328446803,129.4765806367,49792855.213710961,30939845.5300988218,56413.6156217808,15.6704487838,35053.2268845449,0.8204270649,0.3669061375,0.5097895857,0.2279848336,3742336,True,False,(2016 CA136)
24.2,2018-12-17,0.1009618943,39.2741768827,15103684.338445141,9384994.2599433058,42925.4520085498,11.923736669,26672.2065549792,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3836912,False,False,(2018 XC5)
24.3,2018-12-17,0.1494874731,58.1506270359,22363007.567442297,13895728.5489138186,17691.7646408193,4.9143790669,10992.9745347357,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3836939,False,False,(2018 YA)
21.407,2018-12-17,0.2832937766,110.2012790974,42380145.563615842,26333801.3386369396,58876.2903073216,16.3545250854,36583.4371634577,0.3109137857,0.139044872,0.1931928099,0.0863984512,3837788,False,False,(2019 AY8)
23.2,2018-12-17,0.110647813,43.041999257,16552677.14495831,10285356.639552278,40171.7764842984,11.1588268012,24961.1796715909,0.1361570015,0.0608912622,0.0846040122,0.0378360645,3836846,False,False,(2018 XJ2)
20.4,2018-12-17,0.1317692407,51.2582346323,19712397.740237309,12248715.9752765042,88901.5125244298,24.6948645901,55239.9426016381,0.4943561926,0.2210828104,0.3071786018,0.137374447,2454101,True,False,454101 (2013 BP73)
19.8,2018-12-17,0.3016723582,117.3505473398,45129542.224597034,28042197.2044017092,93940.4307877081,26.0945641077,58370.9304525067,0.6516883822,0.2914439045,0.4049402617,0.1810947904,2152564,False,False,152564 (1992 HF)
25.4,2018-12-17,0.4670343404,181.6763584156,69867342.540694948,43413553.5415603624,79835.5781833334,22.1765494954,49606.723566194,0.0494356193,0.022108281,0.0307178602,0.0137374447,3726712,False,False,(2015 RT1)
21.3,2018-12-17,0.1168936753,45.4716396917,17487044.841351611,10865945.8038137918,33661.3380969364,9.3503716936,20915.8464413992,0.3266178974,0.1460679643,0.2029508896,0.090762397,3739011,True,False,(2015 YU7)
22.8,2018-12-17,0.2091091654,81.3434653406,31282285.741317698,19437911.0117443124,28734.8405835011,7.9819001621,17854.7124725649,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3639439,False,False,(2013 LB)
17.6,2018-12-17,0.47049629,183.02305681,70385242.8269023,43735361.85695974,94840.4344069746,26.344565113,58930.1577013782,1.7948988478,0.8027031673,1.115298092,0.4987764698,3837637,False,False,(2019 AQ3)
19.3,2018-12-17,0.3328446803,129.4765806367,49792855.213710961,30939845.5300988218,56413.6157027344,15.6704488063,35053.2269348462,0.8204270649,0.3669061375,0.5097895857,0.2279848336,2538212,True,False,538212 (2016 CA136)
21.2,2018-12-18,0.3683081698,143.2718780522,55098117.705678326,34236382.7801438588,55634.5182377099,15.4540328438,34569.1260683148,0.3420109247,0.1529519353,0.2125156703,0.095039897,3836244,False,False,(2018 VQ9)
18.5,2018-12-18,0.4829130879,187.8531911931,72242769.344962773,44889575.3136933474,102704.5365661375,28.529037935,63816.6049568869,1.1858779086,0.5303407233,0.7368701419,0.3295383456,2531914,True,False,531914 (2013 BW76)
18.5,2018-12-18,0.482913088,187.853191232,72242769.35992256,44889575.322988928,102704.5365773166,28.5290379381,63816.6049638332,1.1858779086,0.5303407233,0.7368701419,0.3295383456,3625861,True,False,(2013 BW76)
24.4,2018-12-18,0.4914670852,191.1806961428,73522429.121028524,45684719.0272366712,27394.8596861817,7.6096832462,17022.1004533388,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3715093,False,False,(2015 FX284)
21.4,2018-12-18,0.2703809165,105.1781765185,40448409.197047855,25133476.020276199,84555.6041518733,23.48766782,52539.5641464793,0.3119176705,0.1394938229,0.1938165949,0.0866774163,3719175,True,False,(2015 JV)
24.6,2018-12-18,0.0816545277,31.7636112753,12215343.419775999,7590262.4359028262,24939.3091520918,6.9275858756,15496.3168450873,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3836848,False,False,(2018 XK2)
19.6,2018-12-18,0.1468546073,57.1264422397,21969136.451766451,13650988.3863849838,19892.4287082999,5.5256746412,12360.3816048878,0.7145621017,0.3195618867,0.4440081677,0.1985664891,3467354,False,False,(2009 SV17)
21.6,2018-12-18,0.0894295154,34.7880814906,13378465.018972198,8312992.6841964124,76048.9980741187,21.1247216873,47253.8899422212,0.2844722965,0.1272198785,0.1767628354,0.0790507431,3836744,False,False,(2018 XG1)
25.3,2018-12-18,0.0584520175,22.7378348075,8744297.315202725,5433454.399038605,34599.9369516217,9.6110935977,21499.0552686341,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3836881,False,False,(2018 XU3)
19.7,2018-12-18,0.2263104147,88.0347513183,33855555.997936689,21036867.0046327482,55917.3307582426,15.5325918773,34744.8547703091,0.6824015094,0.3051792326,0.4240245083,0.1896295249,2267221,True,False,267221 (2001 AD2)
25.3,2018-12-18,0.4882692037,189.9367202393,73044032.860116119,45387457.3749116822,62535.3506987742,17.3709307497,38857.0349939133,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3736816,False,False,(2015 XA379)
20.307,2018-12-19,0.1901308413,73.9608972657,28443168.879788031,17673765.5984995878,48757.2331515286,13.5436758754,30295.8485657373,0.5159884481,0.2307570491,0.320620258,0.1433857384,3837956,True,False,(2019 BC1)
19.9,2018-12-19,0.086481505,33.641305445,12937448.94239435,8038958.00136803,53725.0909885304,14.9236363857,33382.6822311788,0.6223575734,0.2783267681,0.3867149477,0.1729441822,2533541,False,False,533541 (2014 JU54)
25.4,2018-12-19,0.053998325,21.005348425,8078034.40356775,5019457.82302495,22969.2932342272,6.3803592317,14272.2255654563,0.0494356193,0.022108281,0.0307178602,0.0137374447,3836702,False,False,(2018 WX2)
20.8,2018-12-19,0.1214189464,47.2319701496,18164015.759084168,11286596.0262827984,19865.6871650433,5.5182464347,12343.765449857,0.411187571,0.1838886721,0.2555000322,0.1142630881,3429846,False,False,(2008 TQ2)
27.2,2018-12-19,0.3739540141,145.4681114849,55942723.987309967,34761196.7876008646,45065.0898454115,12.5180805126,28001.6942986669,0.0215794305,0.0096506147,0.0134088323,0.0059966121,3684638,False,False,(2014 QD364)
25.4,2018-12-19,0.2217831704,86.2736532856,33178289.893687048,20616033.3617673424,59241.6767621761,16.4560213228,36810.474097031,0.0494356193,0.022108281,0.0307178602,0.0137374447,3736515,False,False,(2015 XV261)
24.9,2018-12-19,0.2883033885,112.1500181265,43129572.833382495,26799473.850548631,86603.3701587068,24.0564917108,53811.9663077809,0.0622357573,0.0278326768,0.0386714948,0.0172944182,3752803,False,False,(2016 JX11)
23.8,2018-12-19,0.3979821954,154.8150740106,59537288.729763798,36994755.7470564924,36352.4913682178,10.0979142689,22588.0244282129,0.1032856481,0.046190746,0.0641787064,0.0287015901,3825483,False,False,(2018 MB7)
19.9,2018-12-19,0.086481505,33.641305445,12937448.94239435,8038958.00136803,53725.0910016348,14.9236363893,33382.6822393214,0.6223575734,0.2783267681,0.3867149477,0.1729441822,3671120,False,False,(2014 JU54)
24.5,2018-12-19,0.4760146219,185.1696879191,71210773.525095353,44248322.8464997514,14000.8591815683,3.8891275504,8699.5894175695,0.0748238376,0.0334622374,0.0464933628,0.0207924639,3759361,False,False,(2016 RF34)
20.7,2018-12-19,0.3697456573,143.8310606897,55313162.773829951,34370005.5893212838,52460.7352548088,14.5724264597,32597.0607476338,0.4305662442,0.1925550782,0.2675413778,0.1196481415,2162783,True,False,162783 (2000 YJ11)
22.3,2018-12-19,0.1821941146,70.8735105794,27255851.470695902,16936000.7710993676,49016.1796037114,13.6156054455,30456.7478209839,0.2060819612,0.0921626549,0.1280533543,0.057267201,3702318,False,False,(2014 YC)
20.8,2018-12-19,0.1214187296,47.2318858144,18163983.326265952,11286575.8734640576,19865.6541167565,5.5182372547,12343.7449149368,0.411187571,0.1838886721,0.2555000322,0.1142630881,2523811,False,False,523811 (2008 TQ2)
24.4,2018-12-19,0.0937950769,36.4862849141,14031543.720726203,8718796.9720714814,28043.6419985349,7.7899005551,17425.2285518119,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3836927,False,False,(2018 XM5)
21.0,2018-12-19,0.3179278813,123.6739458257,47561333.856092831,29553242.4561138278,83891.9182338151,23.3033106205,52127.1755270058,0.3750075218,0.1677084622,0.2330187988,0.1042091748,3837515,False,False,(2018 YF2)
21.8,2018-12-19,0.0466445402,18.1447261378,6977923.861049374,4335880.8297904012,44857.6128773276,12.4604480215,27872.7761792484,0.2594418179,0.1160259082,0.1612096218,0.0720951346,3837522,True,False,(2018 YJ2)
26.8,2018-12-20,0.0435493567,16.9406997563,6514891.002190229,4048165.5528300002,25861.0689639175,7.1836302678,16069.0625459408,0.0259441818,0.0116025908,0.0161209622,0.0072095135,3837566,False,False,(2019 AW)
22.4,2018-12-20,0.2246844362,87.4022456818,33612313.077670894,20885722.8626265772,30733.1048765564,8.5369735768,19096.3561939914,0.1968067451,0.0880146521,0.122290004,0.0546897524,3836963,False,False,(2018 YV)
21.3,2018-12-20,0.3092145406,120.2844562934,46257836.646788522,28743286.8483927236,14803.0507774787,4.1119585493,9198.0400789284,0.3266178974,0.1460679643,0.2029508896,0.090762397,3836662,False,False,(2018 WN2)
18.7,2018-12-20,0.0818754585,31.8495533565,12248394.196873395,7610799.236487051,140796.5838098339,39.1101621694,87485.5217567271,1.0815335068,0.4836764882,0.6720335566,0.3005425432,3605890,True,False,(2012 MS4)
20.1,2018-12-20,0.4310003918,167.6591524102,64476740.582445466,40063988.8060847908,31776.1632360919,8.82671201,19744.4720952261,0.5675968529,0.2538370294,0.3526882241,0.1577269688,2420262,False,False,420262 (2011 KD11)
21.674,2018-12-20,0.130433814,50.738753646,19512620.75037618,12124580.310024084,31111.6858901776,8.6421349695,19331.5917132606,0.2749412981,0.1229574865,0.1708405493,0.0764022163,3837954,False,False,(2019 BB1)
21.2,2018-12-20,0.2655663813,103.3053223257,39728164.986087831,24685937.0202448278,52999.4681734889,14.7220744926,32931.808432577,0.3420109247,0.1529519353,0.2125156703,0.095039897,3836093,False,False,(2018 VB4)
21.13,2018-12-20,0.1087158545,42.2904674005,16263660.268429915,10105769.880026227,36382.940704048,10.1063724178,22606.9444613569,0.3532156834,0.1579628558,0.2194779824,0.0981535376,3837719,True,False,(2019 AP6)
25.394,2018-12-21,0.0386116757,15.0199418473,5776224.441850759,3589179.4357041142,24706.9182670568,6.863032852,15351.9181865498,0.0495724038,0.0221694529,0.0308028541,0.0137754551,3837750,False,False,(2019 AU7)
22.4,2018-12-21,0.2254537942,87.7015259438,33727407.395738354,20957239.1556191252,10445.7301013628,2.9015916948,6490.5704621496,0.1968067451,0.0880146521,0.122290004,0.0546897524,3836659,False,False,(2018 WK2)
25.2,2018-12-21,0.0541850194,21.0779725466,8105963.488148678,5036812.1514526364,18532.3851363004,5.1478847601,11515.3034198306,0.0542050786,0.0242412481,0.0336814639,0.0150628086,3836879,False,False,(2018 XT3)
26.3,2018-12-21,0.0041114266,1.5993449474,615060.662021342,382180.9734128396,27905.6069144425,7.7515574762,17339.4589185879,0.0326617897,0.0146067964,0.020295089,0.0090762397,3836892,False,False,(2018 XC4)
18.3,2018-12-21,0.3115539716,121.1944949524,46607810.541400492,28960750.5425791096,62068.6057564933,17.2412793768,38567.0178379722,1.30028927,0.5815070396,0.807962044,0.3613316107,3131064,False,False,(2002 OS4)
18.3,2018-12-21,0.31155401,121.19450989,46607816.2859587,28960754.11208206,62068.6332490752,17.2412870136,38567.0349207934,1.30028927,0.5815070396,0.807962044,0.3613316107,2523595,False,False,523595 (2002 OS4)
24.4,2018-12-21,0.0289605677,11.2656608353,4332439.241910799,2692052.9127710662,56219.8642997918,15.6166289722,34932.8373478345,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3791342,False,False,(2017 XQ60)
24.1,2018-12-21,0.0527282964,20.5113072996,7888040.830168668,4901401.2908688984,14139.408348838,3.9276134302,8785.6784820877,0.0899580388,0.040230458,0.0558973165,0.0249980399,3739701,False,False,(2016 AO131)
25.1,2018-12-22,0.0196200914,7.6322155546,2935123.882645318,1823801.4098806684,27309.8986117158,7.5860829477,16969.3089457075,0.0567596853,0.0253837029,0.0352688224,0.0157726969,3837558,False,False,(2019 AT)
23.964,2018-12-22,0.0715553513,27.8350316557,10704528.141581731,6651485.3537046478,62114.8011597864,17.2541114333,38595.7218650906,0.0957723136,0.0428306807,0.0595101383,0.0266137429,3838002,False,False,(2019 AT14)
22.0,2018-12-22,0.3116377859,121.2270987151,46620348.982156033,28968541.5683899354,55103.0439158705,15.3064010877,34238.8885931696,0.2366137501,0.1058168859,0.1470249225,0.0657515442,3836863,False,False,(2018 XF3)
26.226,2018-12-22,0.0168836001,6.5677204389,2525750.612891787,1569428.6554771806,27309.7461658923,7.5860406016,16969.2142218012,0.0337940295,0.0151131494,0.0209986299,0.0093908728,3837711,False,False,(2019 AL6)
19.473,2018-12-22,0.4372999618,170.1096851402,65419142.836361366,40649570.4128882108,79252.5643904297,22.0146012196,49244.4614680423,0.7576000223,0.3388090299,0.4707506835,0.2105261057,3841201,False,False,(2019 GO20)
21.5,2018-12-22,0.1453442676,56.5389200964,21743192.849670012,13510593.5422376856,39789.4746810942,11.0526318559,24723.6321983721,0.2978790628,0.1332155667,0.1850934111,0.0827762899,3836754,False,False,(2018 XB2)
22.7,2018-12-22,0.059090697,22.986281133,8839842.40801539,5492823.366736782,44399.5545227011,12.3332095896,27588.1565310639,0.1714115092,0.0766575574,0.1065101409,0.0476327831,3836410,False,False,(2018 WA2)
24.2,2018-12-22,0.1461670286,56.8589741254,21866276.142789082,13587073.9541380516,60169.6525327549,16.7137923702,37387.0821529221,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3837561,False,False,(2019 AR)
17.7,2018-12-22,0.1481121023,57.6156077947,22157255.025302101,13767879.8476509538,92356.7795977932,25.6546609994,57386.9111895288,1.7141150923,0.7665755735,1.065101409,0.4763278307,3739153,False,False,(2015 YE18)
22.5,2018-12-22,0.1038171811,40.3848834479,15530829.161964257,9650409.7457984666,84119.0551732584,23.3664042148,52268.3095880727,0.1879489824,0.0840533402,0.1167860472,0.0522283081,3837653,False,False,(2019 AY4)
24.4,2018-12-22,0.1981035556,77.0622831284,29635869.957186572,18414875.6822638136,25393.1919659726,7.053664435,15778.3419746345,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3779442,False,False,(2017 PE)
25.2,2018-12-22,0.3305206632,128.5725379848,49445187.205707384,30723814.6474105392,30333.0539489341,8.4258483191,18847.780105103,0.0542050786,0.0242412481,0.0336814639,0.0150628086,3797912,False,False,(2018 BH5)
21.613,2018-12-22,0.1336581487,51.9930198443,19994974.353663269,12424300.9408763522,63222.6100868042,17.5618361352,39284.0712508812,0.2827743279,0.1264605239,0.1757077669,0.0785789022,3837752,False,False,(2019 AL7)
17.2,2018-12-22,0.0189013365,7.3526198985,2827599.680553255,1756988.968834719,22460.9080375257,6.2391411215,13956.3347747615,2.1579430484,0.9650614696,1.34088323,0.5996612104,2163899,True,False,163899 (2003 SD220)
18.3,2018-12-22,0.3149554254,122.5176604806,47116660.784783898,29276935.4221298724,83934.6409251691,23.3151780348,52153.7217459752,1.30028927,0.5815070396,0.807962044,0.3613316107,2136793,False,False,136793 (1997 AQ18)
17.8,2018-12-22,0.1481112621,57.6152809569,22157129.333171727,13767801.7461827526,92356.6784667541,25.6546329074,57386.848350634,1.6369672047,0.7320739893,1.017163949,0.4548895468,2512244,False,False,512244 (2015 YE18)
23.7,2018-12-22,0.2482344559,96.5632033451,37135345.863248933,23074833.9251559554,53418.9298109504,14.8385916142,33192.4455816986,0.1081533507,0.0483676488,0.0672033557,0.0300542543,3766077,False,False,(2016 YA1)
21.494,2018-12-23,0.3062970302,119.1495447478,45821383.305245674,28472087.3176473412,74814.7199665856,20.7818666574,46486.9575259043,0.2987032712,0.1335841639,0.1856055503,0.0830053255,3837912,False,False,(2019 AP13)
20.6,2018-12-23,0.0425184522,16.5396779058,6360669.884816814,3952336.9941234732,63471.8161700471,17.6310600472,39438.9182196606,0.4508582062,0.2016299194,0.2801502144,0.1252869847,2418849,True,False,418849 (2008 WM64)
21.1,2018-12-23,0.1794066273,69.7891780197,26838849.307963851,16676887.6424131038,66221.3297192386,18.3948138109,41147.3590136013,0.358129403,0.160160338,0.2225312253,0.0995189894,3837977,False,False,(2019 BN1)
24.4,2018-12-23,0.2625602223,102.1359264747,39278450.002806501,24406497.0874356738,46286.9541591941,12.8574872664,28760.9132663059,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3561026,False,False,(2011 GB3)
21.8,2018-12-23,0.1590630297,61.8755185533,23795490.438866739,14785832.1305654382,91722.8699401205,25.4785749834,56993.0243802932,0.2594418179,0.1160259082,0.1612096218,0.0720951346,3655556,False,False,(2013 YC48)
16.1,2018-12-23,0.3817457545,148.4990985005,57108351.754742915,35485484.296625627,67927.2450267254,18.8686791741,42207.3484445228,3.5812940302,1.6016033798,2.2253122528,0.9951898937,2016816,False,False,16816 (1997 UF9)
19.5,2018-12-23,0.3974693904,154.6155928656,59460574.194038448,36947087.5449606624,50894.1005676368,14.1372501577,31623.6148777075,0.7482383761,0.3346223745,0.464933628,0.2079246394,3703262,False,False,(2014 YR43)
25.9,2018-12-23,0.0495634323,19.2801751647,7414583.901969201,4607208.7975729338,27925.4495278545,7.7570693133,17351.788346905,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3837560,False,False,(2019 AP)
22.7,2018-12-23,0.020583378,8.006934042,3079229.50620486,1913344.492192668,52204.856597595,14.5013490549,32438.0677008778,0.1714115092,0.0766575574,0.1065101409,0.0476327831,3837525,False,False,(2018 YK2)
