absolute_magnitude_h,close_approach_date,miss_distance_astronomical,miss_distance_lunar,miss_distance_kilometers,miss_distance_miles,relative_velocity_kph,relative_velocity_kps,relative_velocity_mph,estimated_max_diameter_kilometers,estimated_min_diameter_kilometers,estimated_max_diameter_miles,estimated_min_diameter_miles,id,is_potentially_hazardous,is_sentry_object,name
21.3,2018-02-08,0.2673211246,103.9879174694,39990670.846164602,24849050.5980194276,76634.8594757726,21.2874609655,47617.9214337099,0.3266178974,0.1460679643,0.2029508896,0.090762397,3014110,True,False,(1998 SU4)
23.4,2018-02-08,0.2546898681,99.0743586909,38101061.778340947,23674901.9692691886,46097.263161122,12.8047953225,28643.0466569761,0.1241766613,0.0555334912,0.0771597762,0.0345069009,3759285,False,False,(2016 RG20)
24.6,2018-02-09,0.0632756309,24.6142204201,9465899.605546183,5881837.2704680054,42821.8474002822,11.8949576112,26607.8306804698,0.0714562102,0.0319561887,0.0444008168,0.0198566489,3799272,False,False,(2018 CZ1)
25.4,2018-02-09,0.3223708606,125.4022647734,48225994.095826922,29966243.1779866436,18941.5723113387,5.2615478643,11769.5564175649,0.0494356193,0.022108281,0.0307178602,0.0137374447,3826839,False,False,(2018 PR23)
19.7,2018-02-09,0.1982685577,77.1264689453,29660553.919892099,18430213.5854610062,86126.6200556959,23.9240611266,53515.7323340517,0.6824015094,0.3051792326,0.4240245083,0.1896295249,3422250,True,False,(2008 OP8)
20.9,2018-02-09,0.4003259493,155.7267942777,59887909.321007991,37212621.2798966358,107413.0925861707,29.8369701628,66742.3185572237,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3681972,True,False,(2014 PW59)
20.7,2018-02-09,0.0329834529,12.8305631781,4934254.299085323,3066003.4489825374,63789.2209939496,17.7192280539,39636.1412337128,0.4305662442,0.1925550782,0.2675413778,0.1196481415,3708362,True,False,(2015 BN509)
21.0,2018-02-09,0.3304682015,128.5521303835,49437339.047130805,30718938.027802909,36259.7488866932,10.0721524685,22530.3978568456,0.3750075218,0.1677084622,0.2330187988,0.1042091748,3719205,True,False,(2015 JA2)
24.4,2018-02-09,0.4082813542,158.8214467838,61078020.949035554,37952122.3544324852,85371.0621235319,23.7141839232,53046.2580178135,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3758838,False,False,(2016 RT)
19.5,2018-02-09,0.4076639591,158.5812800899,60985659.957127117,37894731.8952915346,77710.9299439921,21.5863694289,48286.5497754767,0.7482383761,0.3346223745,0.464933628,0.2079246394,3797405,False,False,(2018 AW)
23.3,2018-02-09,0.0422366174,16.4300441686,6318507.999044938,3926138.8131306244,72993.3162395926,20.2759211777,45355.2080823179,0.130028927,0.058150704,0.0807962044,0.0361331611,3797743,False,False,(2018 BL1)
24.3,2018-02-09,0.1151619419,44.7979953991,17227981.213303753,10704971.1298396714,57697.9121854631,16.0271978293,35851.2388243507,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3799244,False,False,(2018 CV)
24.5,2018-02-09,0.0742788678,28.8944795742,11111960.408891586,6904652.0251164468,41892.3000958064,11.6367500266,26030.2461345304,0.0748238376,0.0334622374,0.0464933628,0.0207924639,3799277,False,False,(2018 CC2)
24.4,2018-02-09,0.0515579446,20.0560404494,7712958.693738002,4792610.2959963476,41474.3430405809,11.5206508446,25770.5438742987,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3799724,False,False,(2018 DL1)
29.223,2018-02-09,0.0113362409,4.4097977101,1695877.492446883,1053769.4098696654,52973.1805035784,14.7147723621,32915.4742967929,0.0085004121,0.0038014998,0.0052819095,0.0023621418,3799773,False,False,(2018 DO3)
22.8,2018-02-09,0.3239985617,126.0354405013,48469494.713383579,30117547.4456642302,6131.899418108,1.7033053939,3810.1238356572,0.1636967205,0.0732073989,0.1017163949,0.0454889547,3799239,False,False,(2018 BH7)
25.9,2018-02-09,0.0004661264,0.1813231696,69731.516590768,43329.1552098784,26175.8213818399,7.271061495,16264.637458066,0.0392681082,0.0175612318,0.0244000636,0.0109120402,3798991,False,False,(2018 CB)
27.8,2018-02-09,0.0004669587,0.1816469343,69856.026897969,43406.5223272122,72581.4039555914,20.1615010988,45099.2618078507,0.016369672,0.0073207399,0.0101716395,0.0045488955,3799286,False,False,(2018 CN2)
24.5,2018-02-09,0.0640060819,24.8983658591,9575173.519285553,5949736.9319165114,33739.5878293125,9.3721077304,20964.4677820525,0.0748238376,0.0334622374,0.0464933628,0.0207924639,3802100,False,False,(2018 FG5)
21.1,2018-02-09,0.3304674959,128.5518559051,49437233.490873733,30718872.4381861954,36259.6765148644,10.0721323652,22530.3528878056,0.358129403,0.160160338,0.2225312253,0.0995189894,2515767,True,False,515767 (2015 JA2)
23.5,2018-02-09,0.0509676043,19.8263980727,7624645.042282841,4737734.7375955658,27499.2925111829,7.6386923642,17086.9909495181,0.1185877909,0.0530340723,0.0736870142,0.0329538346,3798989,False,False,(2018 CA)
20.7,2018-02-09,0.0329834574,12.8305649286,4934254.972275738,3066003.8672836644,63789.1896908477,17.7192193586,39636.1217831825,0.4305662442,0.1925550782,0.2675413778,0.1196481415,2511684,True,False,511684 (2015 BN509)
18.3,2018-02-10,0.4178696655,162.5512998795,62512411.896412485,38843411.559502893,56437.3263544358,15.6770350985,35067.9598117326,1.30028927,0.5815070396,0.807962044,0.3613316107,2265187,False,False,265187 (2003 YS117)
16.84,2018-02-10,0.4246190935,165.1768273715,63522111.948930845,39470810.079281861,55903.4685139388,15.5287412539,34736.2413107861,2.5470647106,1.1390819672,1.5826721463,0.7077925011,2001865,False,False,1865 Cerberus (1971 UA)
24.3,2018-02-10,0.1151492055,44.7930409395,17226075.874992285,10703787.207512133,34024.5453172793,9.4512625881,21141.529283395,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3621808,False,False,(2012 YD7)
27.4,2018-02-10,0.1328535837,51.6800440593,19874613.143386719,12349511.9528219622,57415.7376768521,15.9488160213,35675.9065581529,0.0196806745,0.0088014652,0.0122290004,0.0054689752,3694131,False,False,(2014 UF56)
18.5,2018-02-10,0.1832552913,71.2863083157,27414601.244709531,17034643.3065562878,52160.575162536,14.4890486563,32410.552939188,1.1858779086,0.5303407233,0.7368701419,0.3295383456,2153349,False,False,153349 (2001 PJ9)
17.1,2018-02-10,0.2271729689,88.3702849021,33984592.269016243,21117046.4255124334,101465.7921003755,28.1849422501,63046.8973192583,2.2596437711,1.0105434154,1.4040771097,0.6279223726,2153415,False,False,153415 (2001 QP153)
24.7,2018-02-10,0.2035174486,79.1682875054,30445776.818394482,18918128.4696765716,21743.0149905224,6.0397263863,13510.2639534166,0.0682401509,0.0305179233,0.0424024508,0.0189629525,3435023,False,False,(2008 UB95)
21.5,2018-02-10,0.0929320038,36.1505494782,13902429.823311906,8638569.3164240628,56886.8274665968,15.8018965185,35347.2623222306,0.2978790628,0.1332155667,0.1850934111,0.0827762899,3714554,False,False,(2015 FV118)
22.192,2018-02-10,0.4099857804,159.4844685756,61332999.478127748,38110558.6656210024,54363.6516506497,15.1010143474,33779.4589937051,0.2165907867,0.0968623445,0.1345832337,0.0601874519,3843051,False,False,(2019 MG2)
23.6,2018-02-11,0.0251530478,9.7845355942,3762842.374888186,2338121.8316055268,69969.1195768478,19.4358665491,43476.0898837364,0.1132504611,0.0506471459,0.0703705522,0.0314706677,3799723,False,False,(2018 DJ1)
27.0,2018-02-11,0.2126755484,82.7307883276,31815809.041721908,19769427.0180140104,43817.1078547444,12.1714188485,27226.2468222993,0.023661375,0.0105816886,0.0147024923,0.0065751544,3752779,False,False,(2016 JZ5)
28.8,2018-02-11,0.095389231,37.106410859,14270025.77853797,8866982.851325186,11591.1983236149,3.2197773121,7202.3198694706,0.0103285648,0.0046190746,0.0064178706,0.002870159,3764719,False,False,(2016 WQ3)
25.2,2018-02-11,0.0145107658,5.6446878962,2170779.655748846,1348859.9306162348,39681.2856088559,11.0225793358,24656.407716236,0.0542050786,0.0242412481,0.0336814639,0.0150628086,3799241,False,False,(2018 CX)
34.282,2018-02-11,0.0001075585,0.0418402565,16090.522500395,9998.187059651,24317.6246354842,6.7548957321,15110.0262630874,0.0008272561,0.0003699602,0.000514033,0.0002298825,3799865,False,False,(2018 DM4)
27.3,2018-02-11,0.1894959735,73.7139336915,28348194.009176445,17614750.950447141,30716.9321788696,8.5324811608,19086.3071085871,0.0206081961,0.0092162655,0.0128053354,0.0057267201,3744561,False,False,(2016 CN248)
28.3,2018-02-11,0.047107673,18.324884797,7047207.54145651,4378931.712499438,7381.9677343366,2.0505465929,4586.8676735938,0.0130028927,0.0058150704,0.0080796204,0.0036133161,3005816,False,False,(1991 VG)
23.8,2018-02-11,0.0386720927,15.0434440603,5785262.696362549,3594795.5466352162,71116.000919041,19.7544446997,44188.7173488341,0.1032856481,0.046190746,0.0641787064,0.0287015901,3698842,False,False,(2014 WQ202)
25.0,2018-02-11,0.0166924222,6.4933522358,2497150.806260714,1551657.5596932932,55820.6589786232,15.5057386052,34684.7866859117,0.0594346868,0.02658,0.0369309908,0.0165160412,3799273,False,False,(2018 CB2)
24.0,2018-02-12,0.3159643356,122.9101265484,47267591.601725172,29370719.4829524936,22354.7265831535,6.2096462731,13890.3577482933,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3781444,False,False,(2017 RE15)
19.6,2018-02-12,0.1001566142,38.9609229238,14983216.150731754,9310138.7991920452,86946.838678976,24.151899633,54025.3842891671,0.7145621017,0.3195618867,0.4440081677,0.1985664891,2523625,False,False,523625 (2008 DG17)
19.6,2018-02-12,0.1001566142,38.9609229238,14983216.150731754,9310138.7991920452,86946.8386757346,24.1518996321,54025.384287153,0.7145621017,0.3195618867,0.4440081677,0.1985664891,3404368,False,False,(2008 DG17)
29.7,2018-02-12,0.1591032516,61.8911648724,23801507.549434092,14789570.9896987896,13771.1853507421,3.8253292641,8556.8790308542,0.0068240151,0.0030517923,0.0042402451,0.0018962952,3836883,False,False,(2018 XX3)
27.5,2018-02-12,0.0273715782,10.6475439198,4094729.797258434,2544347.1130730292,25964.7006830458,7.2124168564,16133.4552660848,0.0187948982,0.008405334,0.0116786047,0.0052228308,3799313,False,False,(2018 CE3)
28.0,2018-02-12,0.005259047,2.045769283,786742.22942989,488858.952676882,32632.4388864952,9.0645663574,20276.5284847781,0.0149293183,0.0066765941,0.0092766455,0.004148642,3799274,False,False,(2018 CH2)
16.5,2018-02-12,0.3107632936,120.8869212104,46489526.796744632,28887252.4318026416,60646.1635862896,16.8461565517,37683.1675906031,2.978790628,1.332155667,1.8509341113,0.8277628989,2163243,True,False,163243 (2002 FB3)
16.9,2018-02-12,0.2602209379,101.2259448431,38928498.039242273,24189047.0205704474,95231.6121524148,26.4532255979,59173.2203399269,2.4776501261,1.1080388213,1.5395399365,0.6885031904,2137052,False,False,137052 Tjelvar (1998 VO33)
22.4,2018-02-13,0.1611731674,62.6963621186,24111162.544193438,14981981.6812399244,48959.5222366121,13.5998672879,30421.5431364104,0.1968067451,0.0880146521,0.122290004,0.0546897524,3799422,False,False,(2018 CP3)
22.1,2018-02-13,0.3428042366,133.3508480374,51282783.622336042,31865644.1133676996,71399.7140797458,19.833253911,44365.0056736065,0.2259643771,0.1010543415,0.140407711,0.0627922373,3714124,False,False,(2015 FJ36)
25.8,2018-02-13,0.1561469302,60.7411558478,23359248.164958674,14514763.7511667412,17154.3428561197,4.7650952378,10659.0415374595,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3775044,False,False,(2017 KP27)
21.7,2018-02-13,0.0539631546,20.9916671394,8072772.986640702,5016188.5301456076,53578.5590665786,14.882933074,33291.6329933416,0.2716689341,0.1214940408,0.1688071972,0.0754928736,3728857,True,False,(2015 SY16)
25.8,2018-02-13,0.041781269,16.252913641,6250388.84829703,3883811.535597814,50179.52543503,13.9387570653,31179.6056793385,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3799285,False,False,(2018 CL2)
25.8,2018-02-13,0.0522363898,20.3199556322,7814452.650569726,4855675.7163891788,21539.6042539376,5.9832234039,13383.8724321203,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3799314,False,False,(2018 CG3)
25.6,2018-02-13,0.0173474728,6.7481669192,2595144.980762936,1612548.3161870768,73916.2203821521,20.5322834395,45928.6648257878,0.0450858206,0.0201629919,0.0280150214,0.0125286985,3799425,False,False,(2018 CR3)
26.1,2018-02-13,0.0267591656,10.4093154184,4003114.176737272,2487419.8062354736,26663.6299508167,7.4065638752,16567.7427324949,0.0358129403,0.0160160338,0.0222531225,0.0099518989,3799271,False,False,(2018 CA2)
22.2,2018-02-13,0.3428043729,133.3509010581,51282804.012525723,31865656.7832440574,71399.7432353218,19.8332620098,44365.0237897476,0.2157943048,0.096506147,0.134088323,0.059966121,2487583,False,False,487583 (2015 FJ36)
26.9,2018-02-13,0.1182776701,46.0100136689,17694087.515522687,10994596.1559476006,12735.543798637,3.5376510552,7913.3716453253,0.0247765013,0.0110803882,0.0153953994,0.0068850319,3760891,False,False,(2016 TY55)
25.5,2018-02-13,0.0477382777,18.5701900253,7141544.661388499,4437550.0806553262,33775.8114126828,9.3821698369,20986.9757080639,0.0472106499,0.0211132445,0.0293353287,0.0131191578,3799312,False,False,(2018 CW2)
24.1,2018-02-14,0.1708777013,66.4714258057,25562940.144976231,15884074.4517687478,26306.3959536164,7.3073322093,16345.7714190679,0.0899580388,0.040230458,0.0558973165,0.0249980399,3740666,False,False,(2016 BS)
21.5,2018-02-14,0.3590986599,139.6893787011,53720394.640894413,33380305.3645243794,69607.299269696,19.3353609082,43251.268815662,0.2978790628,0.1332155667,0.1850934111,0.0827762899,3781300,False,False,(2017 QX34)
26.6,2018-02-14,0.0283427773,11.0253403697,4240019.113964351,2634625.7082000038,31385.1390761116,8.7180941878,19501.5048887094,0.0284472297,0.0127219879,0.0176762835,0.0079050743,3799309,False,False,(2018 CF3)
22.9,2018-02-14,0.0373650506,14.5350046834,5589731.982202222,3473298.3947537836,53262.1821653132,14.7950506015,33095.0486904414,0.1563291544,0.0699125232,0.097138403,0.0434416145,3799426,False,False,(2018 CT3)
22.3,2018-02-14,0.0478685854,18.6208797206,7161038.415753098,4449662.9379368324,53902.2021852658,14.9728339404,33492.7322411725,0.2060819612,0.0921626549,0.1280533543,0.057267201,3799303,False,False,(2018 CY2)
23.5,2018-02-14,0.1432066238,55.7073766582,21423405.890371306,13311887.1398677828,20646.1560779406,5.735043355,12828.7184807626,0.1185877909,0.0530340723,0.0736870142,0.0329538346,3797714,False,False,(2018 BV)
22.6,2018-02-14,0.3029928842,117.8642319538,45327090.101476654,28164947.7630756652,31990.4802295813,8.8862445082,19877.6403404307,0.1794898848,0.0802703167,0.1115298092,0.049877647,3782011,False,False,(2017 ST20)
34.282,2018-02-14,0.0001062054,0.0413139006,15888.101622498,9872.4085585524,24484.6536587129,6.801292683,15213.8116025486,0.0008272561,0.0003699602,0.000514033,0.0002298825,3799865,False,False,(2018 DM4)
25.5,2018-02-14,0.0376907149,14.6616880961,5638450.667817263,3503570.7822457094,20614.3424147827,5.7262062263,12808.9507076743,0.0472106499,0.0211132445,0.0293353287,0.0131191578,3799299,False,False,(2018 CS2)
26.9,2018-02-15,0.0163378866,6.3554378874,2444113.035661542,1518701.4172395996,36688.5051147083,10.1912514208,22796.8103030808,0.0247765013,0.0110803882,0.0153953994,0.0068850319,3799706,False,False,(2018 DN)
21.3,2018-02-15,0.3952873035,153.7667610615,59134138.641643545,36744249.898409121,47158.1285154232,13.0994801432,29302.2271322639,0.3266178974,0.1460679643,0.2029508896,0.090762397,3264322,False,False,(2004 YK1)
18.5,2018-02-15,0.3030876546,117.9010976394,45341267.551455702,28173757.2219926076,80819.1694201777,22.4497692834,50217.8889099988,1.1858779086,0.5303407233,0.7368701419,0.3295383456,2288807,False,False,288807 (2004 RW164)
23.8,2018-02-15,0.1888026936,73.4442478104,28244480.812822632,17550306.5585590416,58427.5438375909,16.2298732882,36304.6035584186,0.1032856481,0.046190746,0.0641787064,0.0287015901,3684006,False,False,(2014 QV296)
25.5,2018-02-15,0.0247544948,9.6294984772,3703219.695006076,2301074.0162568088,41044.5972243313,11.4012770068,25503.5165364185,0.0472106499,0.0211132445,0.0293353287,0.0131191578,3799249,False,False,(2018 CB1)
28.6,2018-02-15,0.0023730657,0.9231225573,355005.574090059,220590.2348344542,27311.310024091,7.5864750067,16970.1859424692,0.0113250461,0.0050647146,0.0070370552,0.0031470668,3799311,False,False,(2018 CD3)
21.9,2018-02-15,0.1263639746,49.1555861194,18903781.444894102,11746265.1083065276,79212.7945711793,22.0035540475,49219.7500489641,0.2477650126,0.1108038821,0.1539539936,0.068850319,3799265,False,False,(2018 CT1)
27.9,2018-02-15,0.005736947,2.231672383,858235.05150289,533282.532364282,31888.7567546643,8.8579879874,19814.4333290301,0.0156329154,0.0069912523,0.0097138403,0.0043441614,3799302,False,False,(2018 CU2)
20.9,2018-02-15,0.113460919,44.136297491,16973511.81064253,10546851.175145714,59928.5539741691,16.6468205484,37237.2728846719,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3799266,False,False,(2018 CU1)
23.5,2018-02-15,0.0361877144,14.0770209016,5413604.994408328,3363858.1593498064,55385.7907133016,15.3849418648,34414.5764573845,0.1185877909,0.0530340723,0.0736870142,0.0329538346,3799247,False,False,(2018 CC1)
25.8,2018-02-15,0.4901594097,190.6720103733,73326803.651577339,45563162.9971477182,51518.3082517433,14.310641181,32011.4732578679,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3763279,False,False,(2016 VN1)
20.3,2018-02-16,0.2456090233,95.5419100637,36742586.738460371,22830784.7217242798,71295.6453319588,19.8043459255,44300.3414008496,0.5176544822,0.2315021222,0.3216554833,0.1438487052,3799763,False,False,(2018 DD4)
25.0,2018-02-16,0.0332390552,12.9299924728,4972491.858732424,3089763.1667944912,55079.6986808744,15.2999163002,34224.3827720133,0.0594346868,0.02658,0.0369309908,0.0165160412,3799725,False,False,(2018 DM1)
21.9,2018-02-16,0.2633487743,102.4426732027,39396415.702390741,24479797.5741685858,128604.723200716,35.7235342224,79909.9737021338,0.2477650126,0.1108038821,0.1539539936,0.068850319,3529053,True,False,(2010 LK34)
24.4,2018-02-16,0.3205772544,124.7045519616,47957674.428688128,29799517.0680190464,39314.4913069978,10.9206920297,24428.4960012842,0.0783501764,0.0350392641,0.0486845275,0.0217723826,3703540,False,False,(2015 AC44)
25.1,2018-02-16,0.0716157377,27.8585219653,10713561.818398699,6657098.6201880862,32899.8194486385,9.1388387357,20442.668367961,0.0567596853,0.0253837029,0.0352688224,0.0157726969,3799246,False,False,(2018 CZ)
26.5,2018-02-16,0.1830044326,71.1887242814,27377073.317518562,17011324.5339056756,16144.0434332619,4.4844565092,10031.2807655177,0.0297879063,0.0133215567,0.0185093411,0.008277629,3781453,False,False,(2017 RP15)
25.5,2018-02-16,0.0441992387,17.1935038543,6612111.965141569,4108575.8579448922,49934.527214832,13.8707020041,31027.373313016,0.0472106499,0.0211132445,0.0293353287,0.0131191578,3799301,False,False,(2018 CX2)
20.1,2018-02-16,0.4352025178,169.2937794242,65105369.681517086,40454600.8153283468,69466.0634961761,19.2961287489,43163.510398499,0.5675968529,0.2538370294,0.3526882241,0.1577269688,3797860,False,False,(2018 BL3)
21.4,2018-02-16,0.2972036908,115.6122357212,44461039.099818596,27626808.6244887848,59383.4926275616,16.4954146188,36898.5929607201,0.3119176705,0.1394938229,0.1938165949,0.0866774163,3799305,False,False,(2018 CT2)
24.0,2018-02-16,0.2062972953,80.2496478717,30861635.963641011,19176531.3602315118,24750.861235266,6.875239232,15379.2226381018,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3799640,False,False,(2018 CD14)
20.5,2018-02-16,0.2566862306,99.8509437034,38399713.356088822,23860475.4545248636,82435.8708456304,22.8988530127,51222.4443040529,0.4721064988,0.2111324448,0.2933532873,0.1311915784,3799764,False,False,(2018 DA4)
18.7,2018-02-16,0.0883251305,34.3584757645,13213251.390272035,8210333.695682683,74822.888065941,20.7841355739,46492.0328651954,1.0815335068,0.4836764882,0.6720335566,0.3005425432,2162882,True,False,162882 (2001 FD58)
23.167,2018-02-16,0.0601876599,23.4129997011,9003945.721324413,5594792.4372583794,65434.3695514627,18.1762137643,40658.3725693519,0.1382419906,0.0618236977,0.0858995639,0.0384154528,3838888,False,False,(2019 EO)
21.6,2018-02-17,0.1742761083,67.7934061287,26071334.593569321,16199976.1135697898,54459.4598266694,15.1276277296,33838.9904684102,0.2844722965,0.1272198785,0.1767628354,0.0790507431,3802422,False,False,(2018 GH1)
18.6,2018-02-17,0.4823121214,187.6194152246,72152866.036621418,44833711.9883068484,101029.1035343051,28.0636398706,62775.5560266353,1.1325046106,0.5064714588,0.7037055224,0.3147066768,2475354,False,False,475354 (2006 CE)
18.6,2018-02-17,0.482317084,187.621345676,72153608.43101108,44834173.290789704,101029.3205791219,28.0637001609,62775.6908898438,1.1325046106,0.5064714588,0.7037055224,0.3147066768,3315646,False,False,(2006 CE)
22.9,2018-02-17,0.0589134469,22.9173308441,8813326.170598103,5476346.9408277014,60969.0873248284,16.9358575902,37883.8198435857,0.1563291544,0.0699125232,0.097138403,0.0434416145,3799721,False,False,(2018 DG1)
25.0,2018-02-17,0.0927896718,36.0951823302,13881137.259279066,8625338.7306444708,41125.6771484598,11.4237992079,25553.8964481638,0.0594346868,0.02658,0.0369309908,0.0165160412,3799284,False,False,(2018 CK2)
27.4,2018-02-17,0.0134347883,5.2261326487,2009815.713580921,1248841.5748658698,25279.9428046932,7.0222063346,15707.9733499495,0.0196806745,0.0088014652,0.0122290004,0.0054689752,3799753,False,False,(2018 DD2)
25.3,2018-02-17,0.0193198884,7.5154365876,2890214.153277708,1795895.7980520504,66609.4552818916,18.5026264672,41388.525144462,0.0517654482,0.0231502122,0.0321655483,0.0143848705,3799726,False,False,(2018 DF1)
25.1,2018-02-17,0.028310653,11.012844017,4235213.38710911,2631639.568001318,28419.237324131,7.89423259,17658.6088806524,0.0567596853,0.0253837029,0.0352688224,0.0157726969,3799711,False,False,(2018 DS)
23.9,2018-02-18,0.0661617366,25.7369155374,9897654.870861042,6150117.5520126996,43813.3861145754,12.1703850318,27223.9342776927,0.0986370281,0.04411182,0.0612901888,0.0274098057,3799684,False,False,(2018 DG)
22.6,2018-02-18,0.2942808902,114.4752662878,44023794.355623874,27355117.3389385012,13424.5491243606,3.7290414234,8341.4927600784,0.1794898848,0.0802703167,0.1115298092,0.049877647,2514846,False,False,514846 (2008 EQ7)
22.6,2018-02-18,0.2942808902,114.4752662878,44023794.355623874,27355117.3389385012,13424.5492113211,3.7290414476,8341.4928141123,0.1794898848,0.0802703167,0.1115298092,0.049877647,3405089,False,False,(2008 EQ7)
23.3,2018-02-18,0.0562171759,21.8684814251,8409969.772055333,5225712.8968282754,51352.908767892,14.26469688,31908.7004508049,0.130028927,0.058150704,0.0807962044,0.0361331611,3743123,False,False,(2016 CA138)
24.2,2018-02-18,0.0599645073,23.3261933397,8970562.567679451,5574049.1074643838,33638.4929878615,9.34402583,20901.6513790409,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3799298,False,False,(2018 CR2)
24.2,2018-02-18,0.1207329457,46.9651158773,18061391.515545659,11222828.2782977342,40181.0087706167,11.1613913252,24966.9162552757,0.0859092601,0.0384197891,0.0533815229,0.0238729428,3799676,False,False,(2018 CO14)
21.5,2018-02-18,0.1510275722,58.7497255858,22593403.112391214,14038889.7020741932,66748.6128790591,18.5412813553,41474.9922636576,0.2978790628,0.1332155667,0.1850934111,0.0827762899,3801936,True,False,(2018 EH4)
25.8,2018-02-18,0.0922519077,35.8859920953,13800688.895356599,8575350.4352911062,10416.4863116875,2.8934684199,6472.3995085038,0.0411187571,0.0183888672,0.0255500032,0.0114263088,3799838,False,False,(2018 EK2)
24.0,2018-02-18,0.0972502625,37.8303521125,14548432.126940875,9039976.534399075,44770.0708644674,12.4361307957,27818.3809768687,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3799705,False,False,(2018 DM)
34.282,2018-02-18,0.0001059811,0.0412266479,15854.546820257,9851.5585712666,24512.6711606759,6.8090753224,15231.2205886989,0.0008272561,0.0003699602,0.000514033,0.0002298825,3799865,False,False,(2018 DM4)
20.7,2018-02-18,0.4855240931,188.8688722159,72633370.161441697,45132283.4065295386,52883.2331576726,14.6897869882,32859.5845139994,0.4305662442,0.1925550782,0.2675413778,0.1196481415,2288592,False,False,288592 (2004 JW20)
18.7,2018-02-18,0.1138114245,44.2726441305,17025946.686865815,10579432.696405647,51795.7218953878,14.3877005265,32183.8473077202,1.0815335068,0.4836764882,0.6720335566,0.3005425432,2311554,False,False,311554 (2006 BQ147)
18.8,2018-02-18,0.21861429,85.04095881,32704232.1355623,20321467.53006774,113198.2661057994,31.4439628072,70337.0004033507,1.0328564805,0.4619074603,0.6417870641,0.2870159005,2002101,True,False,2101 Adonis (1936 CA)
18.9,2018-02-18,0.2819302254,109.6708576806,42176161.208459898,26207051.3378186724,86147.8880274727,23.9299688965,53528.947424626,0.9863702813,0.4411182,0.6129018881,0.2740980571,2307918,False,False,307918 (2004 EU9)
20.6,2018-02-18,0.3940415829,153.2821757481,58947781.493268423,36628452.9359853174,113516.2298754468,31.5322860765,70534.5707245519,0.4508582062,0.2016299194,0.2801502144,0.1252869847,3714452,True,False,(2015 FQ117)
20.9,2018-02-19,0.1200727868,46.7083140652,17962633.150244116,11161462.6756601608,43867.3374735192,12.1853715204,27257.457554032,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3127390,True,False,(2002 LX)
22.4,2018-02-19,0.4212671081,163.8729050509,63020662.072819747,39159223.5747246286,72337.7998688778,20.0938332969,44947.8957018591,0.1968067451,0.0880146521,0.122290004,0.0546897524,3465692,False,False,(2009 PU1)
26.7,2018-02-19,0.2221947563,86.4337602007,33239862.267649081,20654292.6608400778,24954.9925995508,6.9319423888,15506.0619294264,0.0271668934,0.0121494041,0.0168807197,0.0075492874,3607504,False,False,(2012 PZ17)
22.9,2018-02-19,0.481341307,187.241768423,72007634.27021609,44743469.153278442,58458.5931761849,16.2384981045,36323.8964099467,0.1563291544,0.0699125232,0.097138403,0.0434416145,3781830,False,False,(2017 RV17)
26.1,2018-02-19,0.1762986634,68.5801800626,26373904.528486958,16387984.3530697004,17564.4239275819,4.8790066466,10913.8499676689,0.0358129403,0.0160160338,0.0222531225,0.0099518989,3752409,False,False,(2016 HF2)
24.0,2018-02-19,0.4073921897,158.4755617933,60945003.833755939,37869469.3516683982,40924.0504184454,11.3677917829,25428.6134391724,0.0941976306,0.0421264611,0.0585316759,0.0261761612,3785776,False,False,(2017 TS4)
24.3,2018-02-19,0.0156309657,6.0804456573,2338359.174763059,1452989.0152018542,40557.2697028692,11.2659082508,25200.7101662078,0.0820427065,0.0366906138,0.0509789586,0.0227984834,3799283,False,False,(2018 CP2)
25.6,2018-02-19,0.072816582,28.325650398,10893205.56788034,6768724.069975092,24267.0185396058,6.7408384832,15078.5816031234,0.0450858206,0.0201629919,0.0280150214,0.0125286985,3799703,False,False,(2018 DL)
21.6,2018-02-19,0.275304016,107.093262224,41184894.39604592,25591106.702316896,54962.318949102,15.2673108192,34151.4475714573,0.2844722965,0.1272198785,0.1767628354,0.0790507431,3825435,False,False,(2018 MK5)
23.9,2018-02-19,0.0535141536,20.8170057504,8005603.393412832,4974451.2802958016,64993.176854752,18.0536602374,40384.2325851096,0.0986370281,0.04411182,0.0612901888,0.0274098057,3799793,False,False,(2018 DL4)
20.9,2018-02-19,0.4727071874,183.8830958986,70715988.368730838,43940877.6067600444,89375.8731609589,24.8266314336,55534.6918538192,0.3926810818,0.1756123185,0.2440006365,0.1091204019,3781301,True,False,(2017 QY34)
